names,categories,confidence,websites,socials,phones,addresses,omf_name,omf_category,omf_confidence,omf_websites,omf_socials,omf_phones,omf_addresses,clean_omf_name,clean_omf_addresses
"{""primary"":""ATM (Post Office)""}","{""primary"":""atms""}",0.77,"[""https://www.postoffice.co.uk/atm-locator?y_source=1_NjI1MDAyNTItNDgzLWxvY2F0aW9uLndlYnNpdGU%3D""]",,"[""03457223344""]","[{""freeform"":""481 Cambridge Heath Road, Bethnel Green"",""locality"":""London"",""postcode"":""E2 9BU"",""region"":"""",""country"":""GB""}]",ATM (Post Office),atms,0.77,https://www.postoffice.co.uk/atm-locator?y_source=1_NjI1MDAyNTItNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,,03457223344,"481 Cambridge Heath Road, Bethnel Green,London,,E2 9BU",atm post office,481 cambridge heath road bethnel greenlondone2 9bu
"{""primary"":""パティスリーアノー 狛江店""}","{""primary"":""shopping"",""alternate"":[""bakery"",""restaurant""]}",0.7927927927927928,"[""https://anneau.jp""]","[""https://www.facebook.com/1238048966363680""]","[""+81357618850""]","[{""freeform"":""和泉本町3丁目3-25"",""postcode"":""201-0003"",""country"":""JP""}]",パティスリーアノー 狛江店,shopping,0.7927927927927928,https://anneau.jp,https://www.facebook.com/1238048966363680,+81357618850,"和泉本町3丁目3-25,,,201-0003", ,33252010003
"{""primary"":""Chatauret Clôture""}","{""primary"":""fence_and_gate_sales_service"",""alternate"":[""business_manufacturing_and_supply"",""windows_installation""]}",0.9467515923566879,"[""https://chatauret.com/""]","[""https://www.facebook.com/100870329167069""]","[""+33533063570""]","[{""freeform"":""203a Avenue de la Côte d'Argent"",""locality"":""Biganos"",""postcode"":""33380"",""country"":""FR""}]",Chatauret Clôture,fence_and_gate_sales_service,0.9467515923566879,https://chatauret.com/,https://www.facebook.com/100870329167069,+33533063570,"203a Avenue de la Côte d'Argent,Biganos,,33380",chatauret clture,203a avenue de la cte dargentbiganos33380
"{""primary"":""Liceo Scientifico Isacco Newton""}","{""primary"":""high_school"",""alternate"":[""school"",""private_school""]}",0.9645127118644068,"[""http://www.liceonewtonroma.it""]","[""https://www.facebook.com/110348562362213""]","[""+3906121125495""]","[{""freeform"":""Via dell'Olmata, 4"",""locality"":""Roma"",""postcode"":""00184"",""region"":""62"",""country"":""IT""}]",Liceo Scientifico Isacco Newton,high_school,0.9645127118644068,http://www.liceonewtonroma.it,https://www.facebook.com/110348562362213,+3906121125495,"Via dell'Olmata, 4,Roma,62,00184",liceo scientifico isacco newton,via dellolmata 4roma6200184
"{""primary"":""Calico Jacks""}","{""primary"":""cafe"",""alternate"":[""sports_bar"",""bar""]}",0.9645127118644068,,"[""https://www.facebook.com/247621945658052""]","[""+4976429213430""]","[{""freeform"":""Obere Guldenstraße 13"",""locality"":""Endingen am Kaiserstuhl"",""postcode"":""79346"",""country"":""DE""}]",Calico Jacks,cafe,0.9645127118644068,,https://www.facebook.com/247621945658052,+4976429213430,"Obere Guldenstraße 13,Endingen am Kaiserstuhl,,79346",calico jacks,obere guldenstrae 13endingen am kaiserstuhl79346
"{""primary"":""Tous en Scène La Bouquerie Condom""}","{""primary"":""theatre"",""alternate"":[""music_venue""]}",0.7927927927927928,"[""http://www.tousenscene32.com/""]","[""https://www.facebook.com/696982780425153""]","[""+33635348693""]","[{""freeform"":""35 Rue de la République"",""locality"":""Condom"",""postcode"":""32100"",""country"":""FR""}]",Tous en Scène La Bouquerie Condom,theatre,0.7927927927927928,http://www.tousenscene32.com/,https://www.facebook.com/696982780425153,+33635348693,"35 Rue de la République,Condom,,32100",tous en scne la bouquerie condom,35 rue de la rpubliquecondom32100
"{""primary"":""Acqua e Sapone""}","{""primary"":""beauty_and_spa"",""alternate"":[""spas"",""department_store""]}",0.9895134099616858,"[""http://www.acquaesapone.it/""]","[""https://www.facebook.com/172984329980334""]","[""+390564615275""]","[{""freeform"":""Via Giovanni XXIII, 451"",""locality"":""Pitigliano"",""postcode"":""58017"",""region"":""52"",""country"":""IT""}]",Acqua e Sapone,beauty_and_spa,0.9895134099616858,http://www.acquaesapone.it/,https://www.facebook.com/172984329980334,+390564615275,"Via Giovanni XXIII, 451,Pitigliano,52,58017",acqua e sapone,via giovanni xxiii 451pitigliano5258017
"{""primary"":""Jilly's Car Wash - Brookfield""}","{""primary"":""auto_detailing"",""alternate"":[""car_wash"",""automotive""]}",0.77,"[""https://jillyscarwash.com/locations/brookfield/""]",,"[""2627811021""]","[{""freeform"":""14100 W Capitol Dr"",""locality"":""Brookfield"",""postcode"":""53005"",""region"":""WI"",""country"":""US""}]",Jilly's Car Wash - Brookfield,auto_detailing,0.77,https://jillyscarwash.com/locations/brookfield/,,2627811021,"14100 W Capitol Dr,Brookfield,WI,53005",jillys car wash  brookfield,14100 w capitol drbrookfieldwi53005
"{""primary"":""Northland Adult Learning Centre""}","{""primary"":""school"",""alternate"":[""specialty_school"",""public_service_and_government""]}",0.9837452982267598,"[""https://adsbadulted.com/locations/northland/""]","[""https://www.facebook.com/195462787291340""]","[""+17059457109""]","[{""freeform"":""440 Northland Rd"",""locality"":""Sault Ste Marie"",""postcode"":""P6C 3N6"",""region"":""ON"",""country"":""CA""}]",Northland Adult Learning Centre,school,0.9837452982267598,https://adsbadulted.com/locations/northland/,https://www.facebook.com/195462787291340,+17059457109,"440 Northland Rd,Sault Ste Marie,ON,P6C 3N6",northland adult learning centre,440 northland rdsault ste marieonp6c 3n6
"{""primary"":""Boisseau Coat Véronique""}","{""primary"":""psychotherapist"",""alternate"":[""health_and_medical"",""professional_services""]}",0.9445655559015883,"[""http://boisseaucoatv.site-solocal.com/""]","[""https://www.facebook.com/105205404317731""]","[""+33607629964""]","[{""freeform"":""215 Impasse de la Piste Cyclable"",""locality"":""Saint-Jorioz"",""postcode"":""74410"",""country"":""FR""}]",Boisseau Coat Véronique,psychotherapist,0.9445655559015883,http://boisseaucoatv.site-solocal.com/,https://www.facebook.com/105205404317731,+33607629964,"215 Impasse de la Piste Cyclable,Saint-Jorioz,,74410",boisseau coat vronique,215 impasse de la piste cyclablesaintjorioz74410
"{""primary"":""百十""}","{""primary"":""restaurant"",""alternate"":[""eat_and_drink"",""barbecue_restaurant""]}",0.9837452982267598,"[""http://r.gnavi.co.jp/k195095/""]","[""https://www.facebook.com/249835101890036""]","[""+81666442937""]","[{""freeform"":""浪速区難波中2丁目10-25"",""postcode"":""556-0011"",""country"":""JP""}]",百十,restaurant,0.9837452982267598,http://r.gnavi.co.jp/k195095/,https://www.facebook.com/249835101890036,+81666442937,"浪速区難波中2丁目10-25,,,556-0011",,210255560011
"{""primary"":""Farmácias Nissei""}","{""primary"":""pharmacy""}",0.9919372693726938,"[""https://www.farmaciasnissei.com.br""]","[""https://www.facebook.com/253580837845240""]","[""+5518991901420""]","[{""freeform"":""Rua José Nogueira Marmontel, 1000"",""locality"":""Assis"",""postcode"":""19814-361"",""region"":""SP"",""country"":""BR""}]",Farmácias Nissei,pharmacy,0.9919372693726938,https://www.farmaciasnissei.com.br,https://www.facebook.com/253580837845240,+5518991901420,"Rua José Nogueira Marmontel, 1000,Assis,SP,19814-361",farmcias nissei,rua jos nogueira marmontel 1000assissp19814361
"{""primary"":""Abbigliamento Profumeria Maria Rosa""}","{""primary"":""clothing_store"",""alternate"":[""women's_clothing_store"",""shopping""]}",0.9837452982267598,,"[""https://www.facebook.com/1669272173325678""]","[""+390445590090""]","[{""freeform"":""Piazza Pecori Giraldi, 1"",""locality"":""Valli del Pasubio"",""postcode"":""36030"",""region"":""34"",""country"":""IT""}]",Abbigliamento Profumeria Maria Rosa,clothing_store,0.9837452982267598,,https://www.facebook.com/1669272173325678,+390445590090,"Piazza Pecori Giraldi, 1,Valli del Pasubio,34,36030",abbigliamento profumeria maria rosa,piazza pecori giraldi 1valli del pasubio3436030
"{""primary"":""Peter Krause und Vainceur Alfred""}","{""primary"":""carpenter"",""alternate"":[""professional_services"",""construction_services""]}",0.9645127118644068,"[""http://www.tischlerei-kuv.de""]","[""https://www.facebook.com/106270682782289""]","[""+49304040946""]","[{""freeform"":""Nordlichtstraße 28-30"",""locality"":""Berlin"",""postcode"":""13405"",""country"":""DE""}]",Peter Krause und Vainceur Alfred,carpenter,0.9645127118644068,http://www.tischlerei-kuv.de,https://www.facebook.com/106270682782289,+49304040946,"Nordlichtstraße 28-30,Berlin,,13405",peter krause und vainceur alfred,nordlichtstrae 2830berlin13405
"{""primary"":""Ponto Xis Lanches""}","{""primary"":""restaurant"",""alternate"":[""fast_food_restaurant"",""cafe""]}",0.6214335421016005,"[""https://api.whatsapp.com/send?phone=554935410493&text=Ol%25C3%25A1%2C%2520gostaria%2520de%2520fazer%2520um%2520pedido""]","[""https://www.facebook.com/1652486841631889""]","[""+554935410493""]","[{""freeform"":""São João Batista"",""locality"":""Campos Novos"",""postcode"":""89620000"",""region"":""SC"",""country"":""BR""}]",Ponto Xis Lanches,restaurant,0.6214335421016005,https://api.whatsapp.com/send?phone=554935410493&text=Ol%25C3%25A1%2C%2520gostaria%2520de%2520fazer%2520um%2520pedido,https://www.facebook.com/1652486841631889,+554935410493,"São João Batista,Campos Novos,SC,89620000",ponto xis lanches,so joo batistacampos novossc89620000
"{""primary"":""büro eins""}","{""primary"":""office_equipment"",""alternate"":[""b2b_furniture_and_housewares"",""business_to_business"",""retail""]}",0.77,"[""http://www.bud-weiden.de/""]",,"[""096139099""]","[{""freeform"":""Neustädter Str. 52"",""locality"":""Weiden in der Oberpfalz"",""postcode"":""92637"",""region"":""Bayern"",""country"":""DE""}]",büro eins,office_equipment,0.77,http://www.bud-weiden.de/,,096139099,"Neustädter Str. 52,Weiden in der Oberpfalz,Bayern,92637",bro eins,neustdter str 52weiden in der oberpfalzbayern92637
"{""primary"":""ecoATM""}","{""primary"":""vending_machine_supplier"",""alternate"":[""business_equipment_and_supply"",""business_to_business""]}",0.77,"[""https://locations.ecoatm.com/nj/northbergen/sell-my-phone-northbergen-nj-4799.html""]",,"[""8582554111""]","[{""freeform"":""2100 88th St"",""locality"":""North Bergen"",""postcode"":""07047"",""region"":""NJ"",""country"":""US""}]",ecoATM,vending_machine_supplier,0.77,https://locations.ecoatm.com/nj/northbergen/sell-my-phone-northbergen-nj-4799.html,,8582554111,"2100 88th St,North Bergen,NJ,07047",ecoatm,2100 88th stnorth bergennj07047
"{""primary"":""Lava Rapido e Renovadora Auto Brilho""}","{""primary"":""auto_detailing"",""alternate"":[""automobile_leasing"",""automotive_parts_and_accessories""]}",0.48103896103896104,,"[""https://www.facebook.com/260285304434631""]","[""+551129124233""]","[{""freeform"":""Rua Costa Barros, 1893"",""locality"":""São Paulo"",""postcode"":""03210-001"",""region"":""SP"",""country"":""BR""}]",Lava Rapido e Renovadora Auto Brilho,auto_detailing,0.48103896103896104,,https://www.facebook.com/260285304434631,+551129124233,"Rua Costa Barros, 1893,São Paulo,SP,03210-001",lava rapido e renovadora auto brilho,rua costa barros 1893so paulosp03210001
"{""primary"":""やぐら寿し 本店""}","{""primary"":""sushi_restaurant"",""alternate"":[""diner""]}",0.9544061302681992,,"[""https://www.facebook.com/1893621710944223""]","[""+81665554147""]","[{""freeform"":""大阪府大阪市大正区平尾４丁目２１−１８"",""locality"":""大阪市大正区"",""postcode"":""551-0012"",""country"":""JP""}]",やぐら寿し 本店,sushi_restaurant,0.9544061302681992,,https://www.facebook.com/1893621710944223,+81665554147,"大阪府大阪市大正区平尾４丁目２１−１８,大阪市大正区,,551-0012", ,5510012
"{""primary"":""Family Tree Cafe LLC""}","{""primary"":""restaurant"",""alternate"":[""caterer"",""cafe""]}",0.9097222222222222,,"[""https://www.facebook.com/707255082958614""]","[""+18592411960""]","[{""freeform"":""200 Edgewood Dr"",""locality"":""Nicholasville"",""postcode"":""40356-1815"",""region"":""KY"",""country"":""US""}]",Family Tree Cafe LLC,restaurant,0.9097222222222222,,https://www.facebook.com/707255082958614,+18592411960,"200 Edgewood Dr,Nicholasville,KY,40356-1815",family tree cafe llc,200 edgewood drnicholasvilleky403561815
"{""primary"":""Days Inn & Suites Santa Rosa""}","{""primary"":""hotel"",""alternate"":[""travel"",""travel_company""]}",0.9523423423423424,"[""https://www.wyndhamhotels.com/days-inn/santa-rosa-new-mexico/days-inn-and-suites-santa-rosa-santa-rosa-nm/overview?CID=LC%3ADI%3A%3AFACEBOOK%3ARIO%3ARegional%3A48509""]","[""https://www.facebook.com/521812184638605""]","[""+5753032822""]","[{""freeform"":""2255 Historic Route 66"",""locality"":""Santa Rosa"",""postcode"":""88435"",""region"":""NM"",""country"":""US""}]",Days Inn & Suites Santa Rosa,hotel,0.9523423423423424,https://www.wyndhamhotels.com/days-inn/santa-rosa-new-mexico/days-inn-and-suites-santa-rosa-santa-rosa-nm/overview?CID=LC%3ADI%3A%3AFACEBOOK%3ARIO%3ARegional%3A48509,https://www.facebook.com/521812184638605,+5753032822,"2255 Historic Route 66,Santa Rosa,NM,88435",days inn  suites santa rosa,2255 historic route 66santa rosanm88435
"{""primary"":""Vape Haus Queretaro""}","{""primary"":""e_cigarette_store"",""alternate"":[""health_and_medical"",""medical_service_organizations""]}",0.9645127118644068,"[""http://www.vapehausmx.com/""]","[""https://www.facebook.com/282227038898813""]","[""+524425612935""]","[{""freeform"":""Calle Salvador Galván 47"",""locality"":""Santiago de Querétaro"",""postcode"":""76154"",""country"":""MX""}]",Vape Haus Queretaro,e_cigarette_store,0.9645127118644068,http://www.vapehausmx.com/,https://www.facebook.com/282227038898813,+524425612935,"Calle Salvador Galván 47,Santiago de Querétaro,,76154",vape haus queretaro,calle salvador galvn 47santiago de quertaro76154
"{""primary"":""Centro Comunitario Taiaçu""}","{""primary"":""community_center"",""alternate"":[""topic_concert_venue"",""charity_organization""]}",0.48103896103896104,,"[""https://www.facebook.com/230824447095894""]",,"[{""freeform"":""Avenida Bernardo da Fonseca, 390"",""locality"":""Taiaçu"",""postcode"":""14725-000"",""region"":""SP"",""country"":""BR""}]",Centro Comunitario Taiaçu,community_center,0.48103896103896104,,https://www.facebook.com/230824447095894,,"Avenida Bernardo da Fonseca, 390,Taiaçu,SP,14725-000",centro comunitario taiau,avenida bernardo da fonseca 390taiausp14725000
"{""primary"":""BIPA""}","{""primary"":""retail""}",0.77,"[""https://www.bipa.at/""]",,"[""05991301354""]","[{""freeform"":""Auhofstraße 99"",""locality"":""Wien"",""postcode"":""1130"",""region"":""Vienna"",""country"":""AT""}]",BIPA,retail,0.77,https://www.bipa.at/,,05991301354,"Auhofstraße 99,Wien,Vienna,1130",bipa,auhofstrae 99wienvienna1130
"{""primary"":""Fitness สถาบันโรคทรวงอก""}","{""primary"":""gym""}",0.3941504178272981,,"[""https://www.facebook.com/382894395149351""]",,"[{""country"":""TH""}]",Fitness สถาบันโรคทรวงอก,gym,0.3941504178272981,,https://www.facebook.com/382894395149351,,",,,",fitness ,
